age, workclass, fnlwgt, education, education-num, marital-status, occupation, relationship, race, sex, capital-gain, capital-loss, hours-per-week, native-country, Income-category
35, Private,44780, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,7688,0,20, United-States, >50K
70, Self-emp-not-inc,303588, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,20, United-States, <=50K
45, Private,81132, Some-college,10, Married-civ-spouse, Craft-repair, Other-relative, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
43, Private,210844, Bachelors,13, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States, >50K
33, Private,26973, Assoc-voc,11, Married-civ-spouse, Tech-support, Wife, White, Female,0,0,40, United-States, >50K
30, Self-emp-not-inc,523095, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
50, Private,34067, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
52, ?,115209, Prof-school,15, Married-spouse-abs, ?, Unmarried, Asian-Pac-Islander, Female,0,0,40, Vietnam, <=50K
38, Private,180303, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, Japan, >50K
36, State-gov,166697, Bachelors,13, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
17, Private,117477, 10th,6, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
59, Private,115414, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
42, Private,193494, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
33, State-gov,174171, Some-college,10, Separated, Tech-support, Not-in-family, White, Male,0,0,12, United-States, <=50K
37, Private,401998, HS-grad,9, Widowed, Machine-op-inspct, Unmarried, White, Female,0,0,20, United-States, <=50K
35, ?,327120, Assoc-acdm,12, Never-married, ?, Not-in-family, White, Male,0,0,55, United-States, <=50K
54, Self-emp-not-inc,71344, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, >50K
42, Private,211860, HS-grad,9, Separated, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private,192812, Bachelors,13, Never-married, Tech-support, Own-child, White, Female,0,0,40, United-States, <=50K
26, Private,190330, Bachelors,13, Never-married, Other-service, Not-in-family, White, Male,0,0,30, United-States, <=50K
31, Private,176410, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,38, United-States, <=50K
39, Federal-gov,103984, Bachelors,13, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,40, United-States, <=50K
60, ?,366531, Assoc-voc,11, Widowed, ?, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Private,31621, HS-grad,9, Married-spouse-abs, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
26, Private,187248, HS-grad,9, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, <=50K
51, Self-emp-not-inc,135102, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,65, United-States, <=50K
26, Private,290213, Some-college,10, Separated, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
71, Private,182395, Bachelors,13, Never-married, Craft-repair, Not-in-family, White, Male,11678,0,45, United-States, >50K
24, Private,493034, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, <=50K
47, State-gov,156417, Some-college,10, Divorced, Prof-specialty, Unmarried, White, Male,0,0,20, United-States, <=50K
46, Private,91608, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
23, Private,335570, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,35, United-States, <=50K
30, Private,212237, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1740,45, United-States, <=50K
25, Private,182866, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
41, Private,79797, HS-grad,9, Married-spouse-abs, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Japan, >50K
23, Private,210474, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
45, Local-gov,175958, 9th,5, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
53, State-gov,43952, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,38, United-States, >50K
36, Local-gov,175255, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,0,0,35, United-States, <=50K
18, Private,173585, HS-grad,9, Never-married, Sales, Own-child, Black, Female,0,0,18, United-States, <=50K
42, Self-emp-not-inc,207392, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,12, United-States, <=50K
42, Private,54611, Some-college,10, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
70, Private,89787, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,20, United-States, <=50K
38, Private,160035, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,55, United-States, <=50K
31, Private,279015, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2415,70, Taiwan, >50K
32, Self-emp-inc,195447, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
35, Private,169104, Some-college,10, Married-spouse-abs, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private,446654, 9th,5, Married-spouse-abs, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Mexico, <=50K
45, Private,174426, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
19, Private,451951, HS-grad,9, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private,53042, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, Trinadad&Tobago, <=50K
62, Private,110586, Some-college,10, Widowed, Priv-house-serv, Unmarried, White, Female,0,0,40, United-States, <=50K
61, Private,72442, 11th,7, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
42, Private,192569, Prof-school,15, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,39, United-States, >50K
18, Private,206008, Some-college,10, Never-married, Sales, Unmarried, White, Male,2176,0,40, United-States, <=50K
47, Private,155659, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,7688,0,55, United-States, >50K
37, Private,116358, HS-grad,9, Never-married, Craft-repair, Other-relative, Amer-Indian-Eskimo, Male,27828,0,48, United-States, >50K
43, Federal-gov,195385, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
41, Self-emp-inc,140365, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,55, United-States, >50K
25, Private,165622, Masters,14, Never-married, Sales, Not-in-family, White, Male,0,0,55, United-States, <=50K
26, Private,176729, Bachelors,13, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, >50K
56, Private,135458, HS-grad,9, Divorced, Tech-support, Not-in-family, Black, Female,0,0,40, United-States, <=50K
55, Private,220262, HS-grad,9, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
32, Private,351869, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1485,45, United-States, >50K
43, Private,105188, HS-grad,9, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, Haiti, <=50K
28, Self-emp-not-inc,420054, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Italy, <=50K
35, Private,22055, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,60, United-States, <=50K
33, Self-emp-not-inc,195891, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
40, Private,132222, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,4386,0,50, United-States, >50K
45, Private,202812, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
34, Private,191930, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
30, Private,87418, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
22, Private,36011, Assoc-voc,11, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,30, United-States, <=50K
27, Local-gov,52156, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,60, United-States, <=50K
49, Self-emp-inc,119565, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
35, Private,332588, HS-grad,9, Divorced, Other-service, Unmarried, White, Female,0,0,30, United-States, <=50K
28, Local-gov,125159, Some-college,10, Never-married, Adm-clerical, Other-relative, Black, Male,0,0,40, Haiti, <=50K
38, ?,338212, Some-college,10, Married-civ-spouse, ?, Wife, White, Female,0,0,20, United-States, <=50K
26, Private,205428, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
25, Private,211424, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
31, Private,208881, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
60, Self-emp-not-inc,170114, 9th,5, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,1672,84, United-States, <=50K
34, Self-emp-not-inc,80933, HS-grad,9, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Local-gov,195418, Masters,14, Divorced, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, <=50K
31, Private,49398, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
38, Private,177121, Some-college,10, Separated, Other-service, Not-in-family, White, Female,0,0,58, United-States, <=50K
33, Private,180551, Some-college,10, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
30, Private,156718, HS-grad,9, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
51, State-gov,42017, Some-college,10, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
26, State-gov,175044, Some-college,10, Never-married, Protective-serv, Own-child, White, Male,0,0,40, United-States, <=50K
19, Private,248749, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
58, Private,111625, Bachelors,13, Widowed, Exec-managerial, Unmarried, White, Male,8614,0,40, United-States, >50K
30, Private,203488, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,44, United-States, <=50K
22, ?,189203, Assoc-acdm,12, Never-married, ?, Other-relative, White, Male,0,0,15, United-States, <=50K
29, Private,53271, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
47, Private,72896, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
48, Private,49278, Assoc-acdm,12, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
45, Private,198759, Doctorate,16, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
34, Local-gov,35683, Assoc-acdm,12, Divorced, Adm-clerical, Unmarried, White, Female,0,0,10, United-States, <=50K
37, Private,161141, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Portugal, >50K
22, Private,374116, HS-grad,9, Never-married, Sales, Unmarried, White, Female,0,0,35, United-States, <=50K
42, Private,184857, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,16, United-States, <=50K
52, Federal-gov,617021, Bachelors,13, Married-civ-spouse, Tech-support, Husband, Black, Male,7688,0,40, United-States, >50K
47, Private,155124, Assoc-voc,11, Divorced, Prof-specialty, Not-in-family, White, Female,0,1669,40, United-States, <=50K
25, Private,218667, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
33, Private,134886, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,99999,0,30, United-States, >50K
33, Private,184306, HS-grad,9, Divorced, Handlers-cleaners, Unmarried, White, Male,0,0,30, United-States, <=50K
47, Private,211668, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Wife, Black, Female,0,0,40, United-States, >50K
27, Private,189462, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,1504,45, United-States, <=50K
47, Private,181307, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,99999,0,60, United-States, >50K
59, Local-gov,50929, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
19, Private,237455, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,25, United-States, <=50K
35, Self-emp-not-inc,120066, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,60, United-States, <=50K
24, Private,440138, HS-grad,9, Never-married, Priv-house-serv, Not-in-family, White, Female,0,0,45, England, <=50K
57, Private,296152, Some-college,10, Divorced, Exec-managerial, Other-relative, White, Female,594,0,10, United-States, <=50K
57, Private,390856, 5th-6th,3, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, Mexico, <=50K
35, Self-emp-not-inc,278632, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
24, Private,218678, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,0,49, United-States, <=50K
55, Private,86505, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,20, United-States, <=50K
32, Private,127895, Some-college,10, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
50, Local-gov,226497, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,52, United-States, >50K
45, Private,120724, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,4386,0,40, United-States, <=50K
20, Private,53878, HS-grad,9, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
40, Private,191342, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, China, >50K
38, Private,126675, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,2205,40, United-States, <=50K
40, Private,153799, 1st-4th,2, Married-spouse-abs, Machine-op-inspct, Unmarried, White, Female,0,0,40, Dominican-Republic, <=50K
38, Private,172927, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
47, Private,199832, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
41, State-gov,132551, Masters,14, Divorced, Prof-specialty, Unmarried, White, Female,0,0,35, United-States, <=50K
38, Private,175120, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, Private,123727, Some-college,10, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,30, United-States, <=50K
59, Private,174040, Some-college,10, Divorced, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
63, Self-emp-not-inc,159715, 10th,6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
37, Private,127772, Bachelors,13, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
54, Private,53407, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
30, Private,541343, 10th,6, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, United-States, <=50K
24, Private,176189, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
20, Self-emp-not-inc,112137, Some-college,10, Never-married, Prof-specialty, Other-relative, Asian-Pac-Islander, Female,0,0,20, South, <=50K
33, Private,55291, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
26, Private,200639, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
30, Self-emp-not-inc,116666, Masters,14, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,50, India, >50K
30, Self-emp-inc,84119, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Male,0,0,43, United-States, <=50K
25, Private,195994, 1st-4th,2, Never-married, Priv-house-serv, Not-in-family, White, Female,0,0,40, Guatemala, <=50K
40, Private,226388, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
32, Private,294121, Assoc-acdm,12, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,50, United-States, <=50K
40, Private,174515, HS-grad,9, Married-spouse-abs, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
40, Private,96509, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
50, Private,150876, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,1887,55, United-States, >50K
45, Private,204205, 7th-8th,4, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,48, United-States, <=50K
28, Private,233796, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,7298,0,32, United-States, >50K
23, Private,175266, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Self-emp-not-inc,83411, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
22, Private,184543, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
61, Self-emp-inc,139391, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,1902,35, United-States, >50K
54, Private,37289, Masters,14, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,55, United-States, >50K
51, Private,249741, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
30, Private,232475, HS-grad,9, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private,53373, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K
37, Private,289886, Some-college,10, Never-married, Other-service, Other-relative, Asian-Pac-Islander, Male,0,0,30, Vietnam, <=50K
29, Private,107160, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, ?,152140, HS-grad,9, Married-civ-spouse, ?, Wife, White, Female,0,0,40, United-States, <=50K
41, State-gov,293485, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,3103,0,40, United-States, >50K
31, Private,101761, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,51, United-States, <=50K
28, Private,76313, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,60, United-States, <=50K
28, Private,271936, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,35, United-States, <=50K
31, Private,221167, Prof-school,15, Divorced, Tech-support, Not-in-family, White, Female,0,0,35, United-States, <=50K
29, ?,410351, Bachelors,13, Never-married, ?, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private,396595, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
60, Private,88055, 10th,6, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
51, Local-gov,186416, Bachelors,13, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Private,227644, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
30, Private,427474, 9th,5, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Mexico, <=50K
56, State-gov,671292, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,38, United-States, >50K
21, Private,347292, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Private,353541, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico, <=50K
28, Private,51331, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,16, United-States, >50K
44, Private,185057, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States, <=50K
61, ?,116230, Bachelors,13, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States, >50K
30, Private,227359, Some-college,10, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
42, Private,217826, HS-grad,9, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, ?, <=50K
22, Private,109482, Some-college,10, Never-married, Prof-specialty, Own-child, White, Male,0,0,98, United-States, <=50K
56, Private,398067, HS-grad,9, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
51, Private,84399, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
57, Federal-gov,66504, Prof-school,15, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, >50K
29, Private,338270, HS-grad,9, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
20, ?,202994, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,16, United-States, <=50K
51, Private,41806, 11th,7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
34, Private,176244, 7th-8th,4, Married-civ-spouse, Other-service, Wife, White, Female,0,0,40, United-States, <=50K
63, Private,117473, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,4386,0,40, United-States, >50K
50, Private,140741, 11th,7, Never-married, Machine-op-inspct, Other-relative, White, Female,0,0,40, United-States, <=50K
51, Private,215404, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,15024,0,40, United-States, >50K
56, Private,198388, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private,239612, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, United-States, <=50K
29, State-gov,201556, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
43, Private,178866, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,25, United-States, >50K
46, Private,97883, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
51, Self-emp-inc,96062, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
52, Private,302847, 11th,7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
25, Private,176836, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,60, United-States, <=50K
23, Private,218343, Assoc-acdm,12, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
22, Private,71469, Assoc-acdm,12, Never-married, Sales, Own-child, White, Female,0,0,25, United-States, <=50K
36, Private,126946, Some-college,10, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Local-gov,223242, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private,25803, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States, <=50K
21, Private,305874, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
30, Private,80625, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
49, Private,240869, 7th-8th,4, Never-married, Other-service, Other-relative, White, Male,0,0,35, United-States, <=50K
21, State-gov,96483, Some-college,10, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,12, United-States, <=50K
34, Private,69251, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
38, Private,256864, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States, >50K
33, Private,159888, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
54, Private,175912, HS-grad,9, Widowed, Machine-op-inspct, Unmarried, White, Male,914,0,40, United-States, <=50K
32, Private,303942, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
57, Private,109015, Some-college,10, Divorced, Sales, Not-in-family, White, Female,0,0,48, United-States, <=50K
19, Private,104844, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,15, United-States, <=50K
31, Self-emp-not-inc,268482, 9th,5, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
29, Private,184596, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,3942,0,50, United-States, <=50K
42, Self-emp-not-inc,104118, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
49, Private,255466, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,60, United-States, <=50K
54, Self-emp-inc,129432, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States, >50K
42, Private,319588, Bachelors,13, Married-spouse-abs, Transport-moving, Not-in-family, White, Male,0,0,60, United-States, <=50K
39, Private,380614, Some-college,10, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, >50K
36, Private,189674, HS-grad,9, Never-married, Priv-house-serv, Unmarried, Black, Female,0,0,28, ?, <=50K
64, Private,251292, 5th-6th,3, Separated, Other-service, Other-relative, White, Female,0,0,20, Cuba, <=50K
22, Private,185279, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,16, United-States, <=50K
36, Private,301614, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
30, Private,227551, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
60, Self-emp-not-inc,261119, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
27, Private,34701, Bachelors,13, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Private,65078, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
45, Private,172274, Doctorate,16, Divorced, Prof-specialty, Unmarried, Black, Female,0,3004,35, United-States, >50K
30, Private,293936, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,0,0,50, ?, <=50K
37, Local-gov,365430, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,5178,0,40, United-States, >50K
49, Private,31267, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
50, Self-emp-not-inc,124793, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,55, United-States, <=50K
25, Private,206600, 9th,5, Never-married, Machine-op-inspct, Other-relative, White, Male,0,0,48, Mexico, <=50K
25, Local-gov,176162, Assoc-voc,11, Never-married, Protective-serv, Own-child, White, Male,0,0,30, United-States, <=50K
35, Private,217274, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
78, Self-emp-inc,212660, 11th,7, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,10, United-States, <=50K
63, Private,71800, 7th-8th,4, Widowed, Other-service, Not-in-family, White, Female,0,0,41, United-States, <=50K
21, Private,83033, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,2176,0,20, United-States, <=50K
51, Private,410114, Masters,14, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
